Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
607,male,group B,associate's degree,free/reduced,completed,divorced,never,yes,4.0,private,5 - 10,59,65,60
609,female,group C,some high school,standard,none,married,regularly,yes,1.0,private,5 - 10,63,69,66
612,female,group C,associate's degree,standard,none,single,never,yes,5.0,private,5 - 10,72,80,83
613,female,group B,some high school,standard,none,divorced,sometimes,yes,1.0,school_bus,< 5,48,59,47
614,male,group C,some high school,standard,none,divorced,regularly,yes,0.0,private,5 - 10,75,64,59
616,female,group E,high school,free/reduced,completed,single,sometimes,yes,2.0,school_bus,< 5,53,67,60
619,female,group C,master's degree,standard,none,married,never,yes,3.0,school_bus,5 - 10,69,71,73
620,female,group E,high school,standard,none,married,sometimes,yes,0.0,school_bus,< 5,90,98,98
621,male,group C,bachelor's degree,standard,none,married,never,no,4.0,private,< 5,72,65,62
622,female,group A,some college,standard,none,divorced,regularly,yes,2.0,private,< 5,52,67,62
623,female,group C,some high school,standard,none,married,regularly,no,2.0,school_bus,5 - 10,37,40,44
624,male,group D,associate's degree,standard,completed,divorced,regularly,yes,1.0,school_bus,5 - 10,99,90,97
625,female,group C,high school,free/reduced,none,single,regularly,no,3.0,school_bus,5 - 10,55,75,64
626,male,group D,some high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,73,54,56
627,male,group C,some high school,free/reduced,completed,single,sometimes,yes,4.0,private,5 - 10,45,49,50
628,female,group A,some college,standard,none,married,never,yes,2.0,school_bus,< 5,58,77,68
629,male,group E,associate's degree,standard,none,single,sometimes,yes,4.0,private,> 10,82,63,60
630,female,group B,some high school,standard,completed,divorced,never,no,3.0,school_bus,5 - 10,68,86,90
632,male,group C,some college,free/reduced,none,single,sometimes,no,5.0,private,< 5,45,42,44
635,male,group D,some college,free/reduced,completed,married,sometimes,yes,4.0,school_bus,5 - 10,57,57,61
636,male,group D,some high school,standard,none,married,sometimes,no,4.0,school_bus,< 5,86,71,67
637,female,group C,some high school,standard,completed,married,sometimes,yes,1.0,school_bus,> 10,70,76,80
641,male,group C,associate's degree,standard,completed,divorced,sometimes,yes,2.0,school_bus,5 - 10,60,59,55
643,female,group D,some high school,standard,completed,single,regularly,no,1.0,school_bus,5 - 10,72,72,79
644,male,group D,high school,free/reduced,none,single,sometimes,yes,0.0,school_bus,5 - 10,80,65,70
645,male,group A,high school,free/reduced,none,married,sometimes,no,1.0,private,< 5,61,64,57
647,female,group B,some high school,standard,none,married,sometimes,yes,1.0,private,5 - 10,65,71,71
650,male,group C,associate's degree,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,90,91,86
653,male,group E,high school,standard,completed,married,sometimes,yes,4.0,private,< 5,66,65,60
656,male,group E,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,0.0,school_bus,> 10,100,100,100
657,male,group C,associate's degree,free/reduced,none,married,regularly,no,2.0,private,< 5,78,72,68
658,female,group C,master's degree,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,73,79,82
659,female,group B,bachelor's degree,standard,none,married,sometimes,yes,1.0,private,5 - 10,34,53,51
663,female,group C,some high school,standard,completed,single,regularly,no,1.0,school_bus,> 10,56,69,61
664,male,group C,some college,standard,none,single,regularly,no,2.0,school_bus,5 - 10,79,75,71
666,male,group D,high school,standard,completed,married,sometimes,yes,2.0,private,5 - 10,69,63,58
668,male,group C,high school,standard,none,married,sometimes,no,4.0,private,< 5,77,61,66
670,male,group B,some high school,standard,none,single,regularly,yes,0.0,private,> 10,77,66,58
673,male,group C,some high school,standard,completed,divorced,regularly,yes,1.0,school_bus,5 - 10,72,76,79
674,female,group C,some college,standard,none,married,sometimes,yes,4.0,school_bus,< 5,32,49,47
675,male,group C,some high school,standard,completed,married,sometimes,yes,2.0,school_bus,< 5,50,46,44
677,female,group E,some college,standard,none,widowed,regularly,yes,1.0,school_bus,> 10,81,76,78
678,male,group D,associate's degree,standard,none,married,sometimes,yes,3.0,private,5 - 10,98,85,90
680,female,group C,some high school,free/reduced,none,divorced,regularly,yes,0.0,private,> 10,46,56,63
682,male,group D,high school,standard,none,married,sometimes,yes,1.0,school_bus,< 5,62,58,56
685,male,group B,master's degree,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,72,74,78
686,male,group D,bachelor's degree,free/reduced,completed,married,regularly,yes,1.0,school_bus,> 10,80,73,71
687,female,group C,master's degree,free/reduced,none,single,regularly,yes,2.0,school_bus,> 10,50,56,55
689,female,group D,associate's degree,free/reduced,none,married,sometimes,yes,5.0,private,5 - 10,67,82,76
690,male,group D,associate's degree,standard,none,married,sometimes,yes,4.0,school_bus,< 5,91,92,87
692,male,group D,some high school,free/reduced,completed,married,regularly,yes,4.0,school_bus,> 10,66,71,74
694,female,group C,bachelor's degree,standard,none,divorced,regularly,yes,1.0,school_bus,5 - 10,90,90,94
695,male,group D,associate's degree,standard,none,married,sometimes,no,4.0,school_bus,> 10,99,92,89
696,male,group A,some high school,standard,none,single,sometimes,no,3.0,private,5 - 10,73,58,62
697,female,group C,some college,free/reduced,none,married,sometimes,yes,0.0,private,5 - 10,72,78,82
698,male,group D,associate's degree,free/reduced,none,single,regularly,yes,1.0,school_bus,5 - 10,59,57,56
699,male,group D,some high school,free/reduced,none,single,regularly,no,3.0,school_bus,5 - 10,61,48,57
700,female,group B,high school,standard,none,single,sometimes,yes,1.0,private,< 5,64,74,69
701,male,group D,high school,free/reduced,none,married,sometimes,no,1.0,private,5 - 10,51,40,41
703,male,group D,some college,standard,none,single,regularly,no,1.0,school_bus,5 - 10,44,40,42
705,male,group B,some high school,standard,none,married,sometimes,yes,4.0,school_bus,< 5,78,65,61
706,female,group B,some high school,free/reduced,completed,married,regularly,yes,1.0,school_bus,< 5,44,50,50
709,female,group E,associate's degree,standard,none,married,regularly,no,3.0,school_bus,5 - 10,92,91,88
711,male,group B,some college,free/reduced,none,single,regularly,yes,1.0,school_bus,< 5,54,59,56
712,male,group E,some college,free/reduced,completed,married,sometimes,no,5.0,private,5 - 10,53,57,60
713,female,group C,some college,standard,none,single,never,no,2.0,school_bus,5 - 10,42,55,52
716,female,group B,some high school,standard,none,single,sometimes,yes,2.0,private,< 5,61,72,62
718,female,group C,high school,standard,none,divorced,regularly,no,5.0,school_bus,5 - 10,88,86,83
722,female,group B,some high school,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,49,68,62
725,male,group B,some college,free/reduced,completed,married,regularly,no,3.0,school_bus,> 10,68,73,72
727,female,group C,high school,free/reduced,completed,married,sometimes,no,1.0,school_bus,< 5,64,71,70
729,male,group C,some high school,standard,none,married,sometimes,no,1.0,school_bus,> 10,71,72,67
730,female,group B,some high school,standard,none,married,sometimes,yes,0.0,private,5 - 10,63,77,68
731,female,group B,some college,free/reduced,none,single,sometimes,yes,4.0,school_bus,< 5,49,65,61
733,female,group E,master's degree,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,81,77,81
734,male,group C,high school,free/reduced,none,single,regularly,yes,3.0,school_bus,5 - 10,42,41,37
735,female,group E,some college,free/reduced,none,married,never,yes,5.0,school_bus,5 - 10,69,66,75
736,male,group B,bachelor's degree,standard,completed,single,sometimes,yes,3.0,school_bus,5 - 10,88,83,83
737,male,group C,master's degree,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,32,42,35
738,female,group E,high school,standard,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,78,77,75
741,female,group D,bachelor's degree,standard,completed,married,never,yes,1.0,school_bus,< 5,84,90,95
742,female,group D,some college,free/reduced,completed,married,never,yes,2.0,private,5 - 10,46,61,56
743,male,group D,associate's degree,free/reduced,completed,married,regularly,no,2.0,private,5 - 10,62,62,67
744,male,group D,high school,standard,none,married,regularly,no,2.0,private,< 5,64,66,60
745,female,group C,associate's degree,free/reduced,completed,single,regularly,yes,2.0,school_bus,< 5,78,95,98
749,female,group C,some high school,standard,completed,divorced,regularly,yes,0.0,school_bus,5 - 10,78,75,76
752,male,group E,some high school,standard,none,divorced,sometimes,yes,0.0,private,< 5,64,58,51
753,male,group C,high school,standard,completed,married,sometimes,no,2.0,school_bus,> 10,88,85,81
754,female,group D,bachelor's degree,standard,completed,divorced,regularly,yes,0.0,school_bus,> 10,82,93,99
756,female,group D,master's degree,standard,none,married,regularly,no,6.0,school_bus,5 - 10,75,85,84
758,male,group C,bachelor's degree,standard,none,divorced,never,no,5.0,school_bus,> 10,87,82,84
760,female,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,3.0,school_bus,< 5,70,84,84
761,female,group C,some college,standard,none,single,sometimes,yes,2.0,school_bus,5 - 10,57,68,62
762,male,group C,some college,standard,completed,single,sometimes,no,1.0,private,5 - 10,79,87,87
763,female,group B,associate's degree,standard,completed,married,regularly,yes,0.0,school_bus,5 - 10,67,69,71
764,female,group C,some high school,standard,completed,married,regularly,yes,1.0,school_bus,> 10,50,57,66
765,female,group B,some high school,free/reduced,completed,single,regularly,yes,5.0,school_bus,> 10,61,57,65
767,male,group B,some college,free/reduced,completed,married,never,yes,3.0,school_bus,5 - 10,56,58,44
768,female,group D,bachelor's degree,free/reduced,none,married,sometimes,no,3.0,school_bus,< 5,53,62,67
770,female,group C,associate's degree,standard,completed,married,sometimes,yes,2.0,private,5 - 10,88,91,97
771,female,group D,high school,standard,none,divorced,regularly,no,4.0,school_bus,< 5,72,72,69
773,female,group C,associate's degree,standard,none,divorced,regularly,no,1.0,private,5 - 10,86,93,94
776,female,group C,bachelor's degree,free/reduced,completed,married,sometimes,no,3.0,school_bus,5 - 10,62,81,76
779,male,group C,some college,free/reduced,none,married,sometimes,no,2.0,private,< 5,39,42,32
782,male,group D,bachelor's degree,standard,completed,divorced,sometimes,yes,3.0,school_bus,> 10,100,96,99
785,female,group A,high school,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,< 5,63,82,74
794,male,group B,high school,standard,none,married,sometimes,yes,1.0,private,< 5,79,79,73
795,male,group B,associate's degree,standard,none,married,regularly,yes,5.0,private,5 - 10,58,64,64
796,female,group C,high school,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,70,63,68
797,male,group D,high school,standard,completed,divorced,sometimes,yes,0.0,school_bus,5 - 10,83,83,89
798,female,group B,high school,free/reduced,none,married,regularly,no,3.0,school_bus,5 - 10,54,58,55
799,male,group E,high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,< 5,79,83,74
802,female,group C,some high school,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,45,61,55
803,male,group C,some college,free/reduced,none,married,sometimes,no,2.0,school_bus,< 5,54,57,53
804,female,group B,some high school,standard,completed,single,never,yes,4.0,school_bus,> 10,79,80,87
805,male,group E,bachelor's degree,standard,none,single,sometimes,yes,2.0,school_bus,< 5,77,75,78
806,female,group D,some college,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,74,75,77
807,male,group C,some high school,standard,completed,married,regularly,yes,4.0,school_bus,> 10,71,67,67
808,male,group B,associate's degree,standard,completed,married,never,yes,3.0,private,5 - 10,64,68,69
809,female,group C,high school,standard,none,married,sometimes,yes,3.0,private,5 - 10,75,97,90
810,male,group A,some college,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,32,38,33
811,female,group D,master's degree,free/reduced,none,married,regularly,yes,2.0,private,5 - 10,62,62,74
812,male,group E,associate's degree,standard,none,married,sometimes,yes,2.0,private,> 10,82,77,70
813,male,group B,high school,standard,completed,divorced,sometimes,no,1.0,school_bus,< 5,81,79,80
814,male,group C,some high school,standard,none,married,never,yes,4.0,school_bus,< 5,51,53,47
815,female,group E,some high school,standard,none,married,regularly,no,3.0,private,5 - 10,95,95,92
816,male,group B,some high school,free/reduced,completed,single,sometimes,yes,3.0,private,< 5,53,57,49
818,female,group C,high school,standard,completed,married,sometimes,no,2.0,private,5 - 10,68,69,73
823,male,group C,bachelor's degree,standard,none,married,regularly,no,2.0,private,> 10,61,51,51
824,male,group E,bachelor's degree,standard,none,married,sometimes,yes,3.0,private,> 10,100,98,92
826,male,group B,high school,standard,none,single,sometimes,yes,1.0,school_bus,> 10,78,57,61
831,male,group D,bachelor's degree,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,85,82,83
833,female,group B,master's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,> 10,39,60,52
834,male,group B,bachelor's degree,standard,none,married,regularly,yes,4.0,private,< 5,90,76,80
835,female,group B,high school,standard,completed,married,never,yes,3.0,school_bus,5 - 10,76,91,86
838,male,group D,some college,standard,none,married,sometimes,yes,1.0,private,> 10,67,55,61
841,male,group B,some high school,standard,completed,single,sometimes,no,1.0,school_bus,5 - 10,96,82,85
844,male,group E,some high school,standard,completed,married,regularly,yes,2.0,school_bus,< 5,85,83,84
846,male,group C,high school,standard,completed,married,regularly,yes,2.0,private,5 - 10,70,76,68
850,female,group A,some college,free/reduced,none,married,sometimes,no,2.0,private,5 - 10,27,37,40
853,male,group B,associate's degree,standard,none,single,regularly,yes,1.0,school_bus,> 10,66,69,60
855,female,group E,master's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,75,85,84
857,female,group E,bachelor's degree,standard,none,single,sometimes,no,2.0,private,< 5,65,78,79
858,male,group C,associate's degree,standard,completed,single,regularly,yes,0.0,school_bus,5 - 10,70,60,62
860,female,group B,master's degree,standard,none,divorced,regularly,no,1.0,school_bus,< 5,64,76,68
861,male,group B,some college,free/reduced,completed,married,sometimes,yes,0.0,private,5 - 10,42,47,44
862,female,group C,some high school,standard,none,single,regularly,no,2.0,school_bus,5 - 10,64,69,66
863,male,group A,associate's degree,standard,completed,married,regularly,yes,4.0,school_bus,> 10,99,100,100
